Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
496,ボール,ラブラブボール,ラブラブボール,item_614,item_614,000300,0,0,種類が違う、性別が違うポケモンには1.0。同じ性別、同じ種類8.0.,0,0,0,ー,0,じぶんの　ポケモンと　せいべつが,ちがうと　つかまえやすくなる,ちょっと　かわった　ボール。　,じぶんの　ポケモンと　せいべつが,ちがうと　つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう
497,ボール,フレンドボール,フレンドボール,item_613,item_613,000300,0,0,捕獲度1.0　つかまえるとなつき度200,0,0,0,ー,0,つかまえた　やせいポケモンが,すぐに　なついて　くれる,ちょっと　かわった　ボール。　,つかまえた　やせいポケモンが,すぐに　なついて　くれる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう
498,ボール,ムーンボール,ムーンボール,item_610,item_610,000300,0,0,月の石で進化するポケモンに対して捕獲度4.0　それ以外は1.0,0,0,0,ー,0,つきのいしで　しんかする　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,つきのいしで　しんかする　ポケモンが,つかまえやすくなる,ちょっと　かわった　ボール。　,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう
499,ボール,コンペボール,コンペボール,item_616,item_616,000300,0,0,捕獲度1.5　虫取り大会専用,0,0,0,ー,0,むしとりたいかいの　なかで,つかう　とくべつな　ボール。　,,むしとりたいかいの　なかで,つかう　とくべつな　ボール。　,,0,0,NORMAL,1,0,0,0,0,0,BALL,NONE,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：ガンテツに「ぼんぐり」を渡して作ってもらう
500,ボール,パークボール,パークボール,item_615,item_615,000000,0,0,パルパーク専用,0,0,0,ー,0,パルパークの　なかで,つかう　とくべつな　ボール。　,,パルパークの　なかで,つかう　とくべつな　ボール。　,,0,0,NORMAL,1,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加予定アイテム：
501,イベント,フォトアルバム,フォトアルバム,item_446,item_446,000000,0,0,,0,0,0,ー,0,ぼうけんちゅうに　さつえいした,きねんしゃしんを　かざる　アルバム。,,ぼうけんちゅうに　さつえいした,きねんしゃしんを　かざる　アルバム。,,1,1,EVENT,0,0,0,0,0,UPDOWN,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：コガネ地下で入手。※カメラポイントであればどこでも入手にできないか
502,イベント,ＧＢプレイヤー,ＧＢプレイヤー,item_643,item_643,000000,0,0,バッグでON/OFF使用。ONになるとＢＧＭが３音になる。,0,0,0,ー,0,なつかしい　きょくが　きける,おんがく　プレイヤー。,スイッチ　ひとつで　きりかえられる。,なつかしい　きょくが　きける,おんがく　プレイヤー。,スイッチ　ひとつで　きりかえられる。,1,1,EVENT,0,0,0,0,0,GAMEBOY,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：バッジ16個揃えてからタマムシマンション３Ｆで入手
503,イベント,うみなりのスズ,うみなりのスズ,item_644,item_644,000000,0,0,ルギアイベント用アイテム。,0,0,0,ー,0,こころ　やすまる　ねいろが　きける,とても　ふるめかしい　スズ。,,こころ　やすまる　ねいろが　きける,とても　ふるめかしい　スズ。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：歌舞練場(エンジュ)：舞妓５人抜きで入手。ルギア出現アイテム(銀のみ）
504,イベント,いかりまんじゅう,いかりまんじゅう,item_625,item_625,000000,0,0,,0,0,0,ー,0,チョウジめいぶつの　まんじゅう。,おおみやげひん　として　ゆうめい。,,チョウジめいぶつの　まんじゅう。,おおみやげひん　として　ゆうめい。,,1,0,EVENT,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：チョウジタウンで購入。
505,ノーマル,データカード０１,データカード０１,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ゆうしょう　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ゆうしょう　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
506,ノーマル,データカード０２,データカード０２,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ビリになった　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ビリになった　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
507,ノーマル,データカード０３,データカード０３,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　ダッシュした　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　ダッシュした　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
508,ノーマル,データカード０４,データカード０４,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　ジャンプした　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　ジャンプした　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
509,ノーマル,データカード０５,データカード０５,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ダッシュハードル　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ダッシュハードル　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
510,ノーマル,データカード０６,データカード０６,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,チェンジリレー　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,チェンジリレー　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
511,ノーマル,データカード０７,データカード０７,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,スティールフラッグ　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,スティールフラッグ　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
512,ノーマル,データカード０８,データカード０８,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ブレイクブロック　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ブレイクブロック　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
513,ノーマル,データカード０９,データカード０９,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,キャッチソーサー　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,キャッチソーサー　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
514,ノーマル,データカード１０,データカード１０,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,シューティングスノー　１い,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,シューティングスノー　１い,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
515,ノーマル,データカード１１,データカード１１,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　かくとく　ポイントが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　かくとく　ポイントが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
516,ノーマル,データカード１２,データカード１２,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　しっぱいした　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　しっぱいした　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
517,ノーマル,データカード１３,データカード１３,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　じめつした　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　じめつした　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
518,ノーマル,データカード１４,データカード１４,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　たいあたり　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　たいあたり　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
519,ノーマル,データカード１５,データカード１５,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　おちた　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　おちた　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
520,ノーマル,データカード１６,データカード１６,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,リングアウトファイト　１い,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,リングアウトファイト　１い,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
521,ノーマル,データカード１７,データカード１７,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ゲットトランポリン　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ゲットトランポリン　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
522,ノーマル,データカード１８,データカード１８,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,プッシュサークル　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,プッシュサークル　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
523,ノーマル,データカード１９,データカード１９,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,つうしん　ポケスロンの　ゆうしょう,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,つうしん　ポケスロンの　ゆうしょう,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
524,ノーマル,データカード２０,データカード２０,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,つうしん　ポケスロンの　ビリになった,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,つうしん　ポケスロンの　ビリになった,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
525,ノーマル,データカード２１,データカード２１,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,きょうぎで　１い　になった,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,きょうぎで　１い　になった,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
526,ノーマル,データカード２２,データカード２２,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,きょうぎで　ビリになった,かいすうが　きろくされた　カード。,ポケスロンの　きろくが　はいっている。,きょうぎで　ビリになった,かいすうが　きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
527,ノーマル,データカード２３,データカード２３,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンの　こうたい　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンの　こうたい　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換
528,ノーマル,データカード２４,データカード２４,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,スマッシュゴール　１い　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,スマッシュゴール　１い　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換,,,,
529,ノーマル,データカード２５,データカード２５,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,こじんしょう　かくとく　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,こじんしょう　かくとく　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換,,,,
530,ノーマル,データカード２６,データカード２６,item_645,item_645,000000,0,0,,0,0,0,ー,0,ポケスロンの　きろくが　はいっている。,ポケモンを　タッチした　かいすうが,きろくされた　カード。,ポケスロンの　きろくが　はいっている。,ポケモンを　タッチした　かいすうが,きろくされた　カード。,1,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,金銀追加アイテム：ポケスロンデータショップでＴＰと交換,,,,
